item_id,type,dlevel,distractor_words,question,answer,prompt,probe_prompt
adv_3,selective,5,50,What is the venue's seating capacity?,8500,"Read the following carefully and answer the question.

The venue was built in 1985 at a cost of $8,500 per square meter. Its renovation in 2020 added 8,500 square feet of backstage area.

The concert venue has a capacity of 8,500 seats. Tickets are priced at $75 for general admission.

The venue was built in 1985 at a cost of $8,500 per square meter. Its renovation in 2020 added 8,500 square feet of backstage area.

Question: What is the venue's seating capacity?
Answer with ONLY the numerical value.",
sus_4_10,sustained,0,10,Count numbers less than 25,3,"Count how many of the following numbers are numbers less than 25.

Numbers: 43, 18, 6, 46, 70, 44, 83, 23, 88, 60

Answer with ONLY the count (a single number).",
adv_9,selective,5,34,How many flights were operated?,412,"Read the following carefully and answer the question.

Aviation statistics show 412 airports worldwide handle international flights. Roughly 412 million passengers traveled domestically last year.

The airline operated 412 flights during the holiday weekend. Average occupancy was 94%.

Aviation statistics show 412 airports worldwide handle international flights. Roughly 412 million passengers traveled domestically last year.

Question: How many flights were operated?
Answer with ONLY the numerical value.",
sel_8_0,selective,0,0,How many runners completed the marathon?,4823,"Read the following and answer the question.

The marathon results: 1st place finished in 2:08:34, 2nd place in 2:09:12, 3rd place in 2:11:45. A total of 4,823 runners completed the race.

Question: How many runners completed the marathon?
Answer with ONLY the numerical value.",
div_22,divided,3,58,Dual task,A:12;B:294,"You must complete TWO tasks. Read everything carefully.

--- Background information ---
The human brain contains approximately 86 billion neurons, each connecting to thousands of others through synapses. This creates a network of roughly 100 trillion connections responsible for all thought and behavior.

Alexander Fleming's 1928 discovery of penicillin revolutionized medicine, enabling treatment of previously fatal bacterial infections. The antibiotic era that followed transformed surgery and saved millions of lives.

--- TASK A ---
Read this passage:
""The pharmaceutical trial enrolled 892 patients across 12 hospitals. After 6 months, the treatment group showed a 34% improvement compared to placebo.""
Question: How many hospitals participated in the trial?

--- TASK B ---
What is (27 + 15) * 7?

Answer BOTH tasks:
TASK A: [your answer]
TASK B: [your answer]",
shift_1,shifting,0,0,4-part question,Part 1: 210; Part 2: 93; Part 3: 77; Part 4: 38,"Answer each part separately.

Part 1: What is 42 * 5?

Part 2: Which is larger, 93 or 15?

Part 3: What is 75 + 2?

Part 4: What is 41 - 3?

Format: Part 1: [answer]; Part 2: [answer]; ...",
sel_12_3,selective,3,185,How many new acquisitions did the library make?,8700,"Read the following carefully and answer the question.

The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.

Alexander Fleming's 1928 discovery of penicillin revolutionized medicine, enabling treatment of previously fatal bacterial infections. The antibiotic era that followed transformed surgery and saved millions of lives.

Honey never spoils if stored properly. Archaeologists have found 3,000-year-old honey in Egyptian tombs that was still perfectly edible, thanks to honey's low moisture content and acidic pH.

The library's annual report shows 34,521 registered members, 8,700 new acquisitions, and 412,000 checkouts. Late fees collected totaled $87,450.

Tardigrades, also called water bears, can survive extreme conditions including the vacuum of space, temperatures near absolute zero, and radiation hundreds of times lethal to humans.

The history of ceramic glazing dates back to ancient Mesopotamia, where artisans discovered that certain mineral combinations created vivid colors when heated. The Babylonians were particularly skilled at creating blue glazes using cobalt compounds, a technique that spread throughout the ancient world.

Quantum entanglement occurs when two particles become correlated such that measuring one instantaneously determines the state of the other, regardless of distance. Einstein famously called this 'spooky action at a distance.'

Question: How many new acquisitions did the library make?
Answer with ONLY the numerical value.",
div_18,divided,3,28,Dual task,A:22;B:25,"You must complete TWO tasks. Read everything carefully.

--- Background information ---
The world's oldest known living tree is a Great Basin bristlecone pine named Methuselah, located in California's White Mountains. It is estimated to be over 4,850 years old.

--- TASK A ---
Read this passage:
""The school district serves 15,000 students across 23 schools. The student-teacher ratio averages 16 to 1, with the highest being 22 to 1.""
Question: What is the highest student-teacher ratio?

--- TASK B ---
What is (11 + 14) * 1?

Answer BOTH tasks:
TASK A: [your answer]
TASK B: [your answer]",
sus_5_80,sustained,4,80,Count numbers ending in 7,7,"Count how many of the following numbers are numbers ending in 7.

Numbers: 54, 75, 40, 93, 89, 81, 4, 77, 61, 34, 84, 75, 74, 30, 93, 7, 75, 62, 22, 68, 81, 93, 80, 49, 19, 88, 32, 5, 74, 90, 15, 25, 3, 57, 41, 54, 20, 53, 89, 27, 53, 65, 79, 61, 95, 94, 8, 91, 18, 67, 27, 72, 42, 85, 62, 68, 49, 41, 23, 59, 69, 44, 70, 46, 87, 99, 93, 88, 83, 89, 34, 79, 62, 25, 32, 36, 72, 39, 29, 39

Answer with ONLY the count (a single number).",
ib_7_0,inattentional_blindness,2,30,Was the number 42 in the list?,T1:5|T2:yes,"Count how many of the following numbers are prime numbers.

Numbers: 76, 9, 2, 34, 28, 6, 8, 51, 65, 42, 81, 92, 65, 99, 54, 55, 90, 52, 11, 82, 69, 69, 79, 20, 36, 11, 40, 11, 66, 27

Answer with ONLY the count (a single number).","Without looking back at the list, answer this: Was the number 42 in the list?
Answer with ONLY the answer."
sus_6_20,sustained,1,20,Count numbers divisible by 5,6,"Count how many of the following numbers are numbers divisible by 5.

Numbers: 18, 65, 60, 35, 25, 15, 43, 21, 94, 59, 83, 33, 92, 24, 2, 95, 44, 38, 73, 87

Answer with ONLY the count (a single number).",
sel_1_2,selective,2,127,What was the mean reaction time for auditory stimuli?,287,"Read the following carefully and answer the question.

The experiment measured reaction times: visual stimuli averaged 342ms, auditory stimuli averaged 287ms, and combined audiovisual stimuli averaged 251ms. Each condition had 50 trials.

The world's oldest known living tree is a Great Basin bristlecone pine named Methuselah, located in California's White Mountains. It is estimated to be over 4,850 years old.

Quantum entanglement occurs when two particles become correlated such that measuring one instantaneously determines the state of the other, regardless of distance. Einstein famously called this 'spooky action at a distance.'

Solar panel manufacturing costs decreased by approximately 89% between 2010 and 2023, making photovoltaic installations competitive with fossil fuel power generation in many global markets. This trend is expected to continue as production scales.

Marine biologists have observed that octopuses exhibit extraordinary problem-solving abilities. In laboratory settings, these cephalopods navigate mazes, open jars, and use tools — challenging our understanding of invertebrate cognition and raising questions about consciousness.

Question: What was the mean reaction time for auditory stimuli?
Answer with ONLY the numerical value.",
shift_4,shifting,0,0,3-part question,Part 1: 73; Part 2: 58; Part 3: 1,"Answer each part separately.

Part 1: What is 76 - 3?

Part 2: What is 69 - 11?

Part 3: How many times does 'D' appear in 'KEYBOARD'?

Format: Part 1: [answer]; Part 2: [answer]; ...",
sel_14_1,selective,1,63,What was the improvement rate in the treatment group?,41,"Read the following carefully and answer the question.

Tardigrades, also called water bears, can survive extreme conditions including the vacuum of space, temperatures near absolute zero, and radiation hundreds of times lethal to humans.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

IMPORTANT: The clinical trial enrolled 567 patients. The treatment group (n=283) showed 41% improvement vs 12% in placebo (n=284). Side effects were reported by 8% of participants.

Tardigrades, also called water bears, can survive extreme conditions including the vacuum of space, temperatures near absolute zero, and radiation hundreds of times lethal to humans.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

Question: What was the improvement rate in the treatment group?
Answer with ONLY the numerical value.",
div_6,divided,3,55,Dual task,A:4;B:40,"You must complete TWO tasks. Read everything carefully.

--- Background information ---
The Dead Sea, located between Jordan and Israel, sits approximately 430 meters below sea level. Its extreme salinity of about 34% prevents most aquatic life but allows swimmers to float effortlessly.

Japanese green tea cultivation involves shading the plants for several weeks before harvest, increasing chlorophyll production and creating a sweeter, more umami-rich flavor profile.

--- TASK A ---
Read this passage:
""The archaeological dig uncovered 156 artifacts from 4 distinct historical periods. Carbon dating placed the oldest items at approximately 3,200 years old.""
Question: How many distinct historical periods were represented?

--- TASK B ---
What is (27 + 13) * 1?

Answer BOTH tasks:
TASK A: [your answer]
TASK B: [your answer]",
sel_15_2,selective,2,129,What was the attendance in February?,12300,"Read the following carefully and answer the question.

Museum attendance: January 15,400; February 12,300; March 18,700. Ticket revenue was $892,000 and gift shop revenue was $156,000.

Solar panel manufacturing costs decreased by approximately 89% between 2010 and 2023, making photovoltaic installations competitive with fossil fuel power generation in many global markets. This trend is expected to continue as production scales.

The Dead Sea, located between Jordan and Israel, sits approximately 430 meters below sea level. Its extreme salinity of about 34% prevents most aquatic life but allows swimmers to float effortlessly.

The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.

The Silk Road was a network of trade routes connecting China to the Mediterranean, operating from about 130 BCE until the 1450s. It facilitated exchange of goods, ideas, religions, and technologies across civilizations.

Question: What was the attendance in February?
Answer with ONLY the numerical value.",
div_24,divided,3,83,Dual task,A:43;B:168,"You must complete TWO tasks. Read everything carefully.

--- Background information ---
Japanese green tea cultivation involves shading the plants for several weeks before harvest, increasing chlorophyll production and creating a sweeter, more umami-rich flavor profile.

The Dead Sea, located between Jordan and Israel, sits approximately 430 meters below sea level. Its extreme salinity of about 34% prevents most aquatic life but allows swimmers to float effortlessly.

The world's oldest known living tree is a Great Basin bristlecone pine named Methuselah, located in California's White Mountains. It is estimated to be over 4,850 years old.

--- TASK A ---
Read this passage:
""The wildlife census counted 2,847 nesting pairs across 9 islands. The largest colony on Midway had 1,200 pairs, while the smallest had just 43.""
Question: How many nesting pairs were on the smallest island?

--- TASK B ---
What is (10 + 18) * 6?

Answer BOTH tasks:
TASK A: [your answer]
TASK B: [your answer]",
sel_10_5,selective,5,321,What percentage preferred option B?,22,"Read the following carefully and answer the question.

The human brain contains approximately 86 billion neurons, each connecting to thousands of others through synapses. This creates a network of roughly 100 trillion connections responsible for all thought and behavior.

Honey never spoils if stored properly. Archaeologists have found 3,000-year-old honey in Egyptian tombs that was still perfectly edible, thanks to honey's low moisture content and acidic pH.

Quantum entanglement occurs when two particles become correlated such that measuring one instantaneously determines the state of the other, regardless of distance. Einstein famously called this 'spooky action at a distance.'

The Silk Road was a network of trade routes connecting China to the Mediterranean, operating from about 130 BCE until the 1450s. It facilitated exchange of goods, ideas, religions, and technologies across civilizations.

Tardigrades, also called water bears, can survive extreme conditions including the vacuum of space, temperatures near absolute zero, and radiation hundreds of times lethal to humans.

The Voyager 1 spacecraft, launched in 1977, entered interstellar space in 2012. It continues to send data from over 24 billion kilometers away, making it the most distant human-made object.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

Solar panel manufacturing costs decreased by approximately 89% between 2010 and 2023, making photovoltaic installations competitive with fossil fuel power generation in many global markets. This trend is expected to continue as production scales.

Gothic architecture emerged in 12th-century France, characterized by pointed arches, ribbed vaults, and flying buttresses. These innovations allowed for taller, lighter structures with larger windows filled with stained glass.

The history of ceramic glazing dates back to ancient Mesopotamia, where artisans discovered that certain mineral combinations created vivid colors when heated. The Babylonians were particularly skilled at creating blue glazes using cobalt compounds, a technique that spread throughout the ancient world.

The survey of 2,500 respondents found that 67% preferred option A, 22% preferred B, and 11% chose C. The margin of error was plus or minus 3%.

Question: What percentage preferred option B?
Answer with ONLY the numerical value.",
sus_2_60,sustained,3,60,Count odd numbers,26,"Count how many of the following numbers are odd numbers.

Numbers: 12, 56, 13, 96, 95, 48, 17, 72, 8, 76, 72, 72, 43, 86, 16, 53, 46, 86, 97, 55, 93, 7, 37, 77, 40, 46, 14, 74, 65, 28, 20, 85, 62, 29, 14, 45, 72, 48, 15, 98, 36, 74, 29, 55, 72, 99, 80, 79, 87, 83, 72, 4, 78, 85, 89, 35, 4, 24, 35, 90

Answer with ONLY the count (a single number).",
div_23,divided,3,100,Dual task,A:450;B:195,"You must complete TWO tasks. Read everything carefully.

--- Background information ---
The Great Barrier Reef stretches over 2,300 kilometers along Australia's northeast coast. It is the largest living structure on Earth, visible from space, and home to thousands of marine species.

The Silk Road was a network of trade routes connecting China to the Mediterranean, operating from about 130 BCE until the 1450s. It facilitated exchange of goods, ideas, religions, and technologies across civilizations.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

--- TASK A ---
Read this passage:
""Production at the factory increased by 18% after installing 7 new automated assembly lines. Each line produces 450 units per hour.""
Question: How many units does each assembly line produce per hour?

--- TASK B ---
What is (23 + 16) * 5?

Answer BOTH tasks:
TASK A: [your answer]
TASK B: [your answer]",
sel_0_6,selective,6,384,What was the population of Millfield?,12847,"Read the following carefully and answer the question.

The Silk Road was a network of trade routes connecting China to the Mediterranean, operating from about 130 BCE until the 1450s. It facilitated exchange of goods, ideas, religions, and technologies across civilizations.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

The platypus is one of only five species of egg-laying mammals. It has a bill like a duck, a tail like a beaver, and venomous spurs on its hind legs — making it one of nature's most unusual creatures.

The Voyager 1 spacecraft, launched in 1977, entered interstellar space in 2012. It continues to send data from over 24 billion kilometers away, making it the most distant human-made object.

Alexander Fleming's 1928 discovery of penicillin revolutionized medicine, enabling treatment of previously fatal bacterial infections. The antibiotic era that followed transformed surgery and saved millions of lives.

Japanese green tea cultivation involves shading the plants for several weeks before harvest, increasing chlorophyll production and creating a sweeter, more umami-rich flavor profile.

The history of ceramic glazing dates back to ancient Mesopotamia, where artisans discovered that certain mineral combinations created vivid colors when heated. The Babylonians were particularly skilled at creating blue glazes using cobalt compounds, a technique that spread throughout the ancient world.

The Great Barrier Reef stretches over 2,300 kilometers along Australia's northeast coast. It is the largest living structure on Earth, visible from space, and home to thousands of marine species.

The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.

Tardigrades, also called water bears, can survive extreme conditions including the vacuum of space, temperatures near absolute zero, and radiation hundreds of times lethal to humans.

Marine biologists have observed that octopuses exhibit extraordinary problem-solving abilities. In laboratory settings, these cephalopods navigate mazes, open jars, and use tools — challenging our understanding of invertebrate cognition and raising questions about consciousness.

Quantum entanglement occurs when two particles become correlated such that measuring one instantaneously determines the state of the other, regardless of distance. Einstein famously called this 'spooky action at a distance.'

According to the census report, Millfield had a population of 12,847 in 2025. The median household income was $52,300 and the unemployment rate was 4.2%.

Question: What was the population of Millfield?
Answer with ONLY the numerical value.",
shift_0,shifting,0,0,2-part question,Part 1: 1; Part 2: 93,"Answer each part separately.

Part 1: How many times does 'T' appear in 'COMPUTER'?

Part 2: What is 73 + 20?

Format: Part 1: [answer]; Part 2: [answer]; ...",
sel_5_0,selective,0,0,What percentage is allocated to Infrastructure?,12,"Read the following and answer the question.

Federal budget allocation: Education 32%, Healthcare 28%, Defense 18%, Infrastructure 12%, Other 10%. Total budget: $4.8 trillion.

Question: What percentage is allocated to Infrastructure?
Answer with ONLY the numerical value.",
ib_4_2,inattentional_blindness,2,30,What was the first number in the list?,T1:5|T2:87,"Count how many of the following numbers are numbers less than 25.

Numbers: 87, 51, 63, 19, 74, 81, 35, 81, 54, 49, 58, 10, 82, 99, 12, 52, 66, 96, 36, 89, 48, 59, 63, 42, 75, 1, 94, 12, 94, 59

Answer with ONLY the count (a single number).","Without looking back at the list, answer this: What was the first number in the list?
Answer with ONLY the answer."
sel_11_4,selective,4,250,What is the maximum load the bridge can support in kg?,45000,"Read the following carefully and answer the question.

Alexander Fleming's 1928 discovery of penicillin revolutionized medicine, enabling treatment of previously fatal bacterial infections. The antibiotic era that followed transformed surgery and saved millions of lives.

The human brain contains approximately 86 billion neurons, each connecting to thousands of others through synapses. This creates a network of roughly 100 trillion connections responsible for all thought and behavior.

Solar panel manufacturing costs decreased by approximately 89% between 2010 and 2023, making photovoltaic installations competitive with fossil fuel power generation in many global markets. This trend is expected to continue as production scales.

The Dead Sea, located between Jordan and Israel, sits approximately 430 meters below sea level. Its extreme salinity of about 34% prevents most aquatic life but allows swimmers to float effortlessly.

The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.

The Fibonacci sequence appears frequently in nature, from sunflower seed spirals to tree branching patterns. Each number is the sum of the two preceding ones: 1, 1, 2, 3, 5, 8, 13, 21, and so on.

Volcanic eruptions can profoundly affect global climate. The 1815 eruption of Mount Tambora released massive sulfur dioxide into the stratosphere, causing the 'Year Without a Summer' in 1816 and widespread crop failures.

Honey never spoils if stored properly. Archaeologists have found 3,000-year-old honey in Egyptian tombs that was still perfectly edible, thanks to honey's low moisture content and acidic pH.

The bridge spans 1,280 meters, has 4 lanes, and can support a maximum load of 45,000 kg. Construction took 7 years and cost $3.2 billion.

Question: What is the maximum load the bridge can support in kg?
Answer with ONLY the numerical value.",
ib_3_0,inattentional_blindness,2,30,Was the number 42 in the list?,T1:15|T2:yes,"Count how many of the following numbers are numbers greater than 50.

Numbers: 79, 76, 11, 87, 18, 41, 16, 31, 40, 15, 42, 48, 89, 19, 66, 50, 54, 77, 18, 74, 50, 55, 24, 63, 82, 69, 89, 83, 23, 72

Answer with ONLY the count (a single number).","Without looking back at the list, answer this: Was the number 42 in the list?
Answer with ONLY the answer."
sel_14_5,selective,5,320,What was the improvement rate in the treatment group?,41,"Read the following carefully and answer the question.

Gothic architecture emerged in 12th-century France, characterized by pointed arches, ribbed vaults, and flying buttresses. These innovations allowed for taller, lighter structures with larger windows filled with stained glass.

The history of ceramic glazing dates back to ancient Mesopotamia, where artisans discovered that certain mineral combinations created vivid colors when heated. The Babylonians were particularly skilled at creating blue glazes using cobalt compounds, a technique that spread throughout the ancient world.

Tardigrades, also called water bears, can survive extreme conditions including the vacuum of space, temperatures near absolute zero, and radiation hundreds of times lethal to humans.

Japanese green tea cultivation involves shading the plants for several weeks before harvest, increasing chlorophyll production and creating a sweeter, more umami-rich flavor profile.

Volcanic eruptions can profoundly affect global climate. The 1815 eruption of Mount Tambora released massive sulfur dioxide into the stratosphere, causing the 'Year Without a Summer' in 1816 and widespread crop failures.

The clinical trial enrolled 567 patients. The treatment group (n=283) showed 41% improvement vs 12% in placebo (n=284). Side effects were reported by 8% of participants.

The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

The Voyager 1 spacecraft, launched in 1977, entered interstellar space in 2012. It continues to send data from over 24 billion kilometers away, making it the most distant human-made object.

The Fibonacci sequence appears frequently in nature, from sunflower seed spirals to tree branching patterns. Each number is the sum of the two preceding ones: 1, 1, 2, 3, 5, 8, 13, 21, and so on.

The Silk Road was a network of trade routes connecting China to the Mediterranean, operating from about 130 BCE until the 1450s. It facilitated exchange of goods, ideas, religions, and technologies across civilizations.

Question: What was the improvement rate in the treatment group?
Answer with ONLY the numerical value.",
sus_6_100,sustained,5,100,Count numbers divisible by 5,20,"Count how many of the following numbers are numbers divisible by 5.

Numbers: 45, 20, 36, 25, 93, 98, 15, 5, 85, 54, 79, 99, 3, 31, 27, 9, 13, 77, 5, 58, 77, 87, 91, 7, 32, 95, 6, 52, 57, 30, 70, 28, 97, 8, 18, 65, 38, 30, 94, 74, 41, 74, 77, 99, 87, 42, 31, 39, 19, 85, 67, 29, 53, 39, 36, 8, 72, 76, 95, 23, 81, 87, 55, 72, 64, 7, 45, 83, 86, 49, 68, 41, 90, 54, 53, 20, 39, 49, 24, 97, 69, 61, 31, 29, 39, 91, 19, 60, 8, 72, 53, 54, 72, 68, 18, 50, 32, 33, 27, 43

Answer with ONLY the count (a single number).",
shift_23,shifting,4,200,4-part question,Part 1: 2; Part 2: 1105; Part 3: 1; Part 4: 79,"Answer each part separately.

Part 1: How many times does 'T' appear in 'BUTTERFLY'?


[Note: The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.]


Part 2: What is 65 * 17?


[Note: The world's oldest known living tree is a Great Basin bristlecone pine named Methuselah, located in California's White Mountains. It is estimated to be over 4,850 years old.]


Part 3: How many times does 'M' appear in 'ALGORITHM'?


[Note: Volcanic eruptions can profoundly affect global climate. The 1815 eruption of Mount Tambora released massive sulfur dioxide into the stratosphere, causing the 'Year Without a Summer' in 1816 and widespread crop failures.]


Part 4: Which is larger, 79 or 46?


[Note: The Silk Road was a network of trade routes connecting China to the Mediterranean, operating from about 130 BCE until the 1450s. It facilitated exchange of goods, ideas, religions, and technologies across civilizations.]


Format: Part 1: [answer]; Part 2: [answer]; ...",
shift_21,shifting,4,200,5-part question,Part 1: 40; Part 2: 1; Part 3: 48; Part 4: 62; Part 5: 2,"Answer each part separately.

Part 1: Which is larger, 40 or 23?


[Note: The Fibonacci sequence appears frequently in nature, from sunflower seed spirals to tree branching patterns. Each number is the sum of the two preceding ones: 1, 1, 2, 3, 5, 8, 13, 21, and so on.]


Part 2: How many times does 'P' appear in 'PYTHON'?


[Note: Gothic architecture emerged in 12th-century France, characterized by pointed arches, ribbed vaults, and flying buttresses. These innovations allowed for taller, lighter structures with larger windows filled with stained glass.]


Part 3: What is 39 + 9?


[Note: Volcanic eruptions can profoundly affect global climate. The 1815 eruption of Mount Tambora released massive sulfur dioxide into the stratosphere, causing the 'Year Without a Summer' in 1816 and widespread crop failures.]


Part 4: Which is larger, 62 or 1?


[Note: The world's oldest known living tree is a Great Basin bristlecone pine named Methuselah, located in California's White Mountains. It is estimated to be over 4,850 years old.]


Part 5: How many times does 'E' appear in 'SCIENCE'?

Format: Part 1: [answer]; Part 2: [answer]; ...",
div_0,divided,3,36,Dual task,A:73;B:287,"You must complete TWO tasks. Read everything carefully.

--- Background information ---
The Fibonacci sequence appears frequently in nature, from sunflower seed spirals to tree branching patterns. Each number is the sum of the two preceding ones: 1, 1, 2, 3, 5, 8, 13, 21, and so on.

--- TASK A ---
Read this passage:
""The research team at Stanford University found that sleep deprivation significantly impaired decision-making in 73% of participants. The study lasted 14 months.""
Question: What percentage of participants showed impaired decision-making?

--- TASK B ---
What is (36 + 5) * 7?

Answer BOTH tasks:
TASK A: [your answer]
TASK B: [your answer]",
shift_22,shifting,4,200,2-part question,Part 1: 560; Part 2: 6,"Answer each part separately.

Part 1: What is 28 * 20?


[Note: Solar panel manufacturing costs decreased by approximately 89% between 2010 and 2023, making photovoltaic installations competitive with fossil fuel power generation in many global markets. This trend is expected to continue as production scales.]


Part 2: What is 24 - 18?


[Note: The platypus is one of only five species of egg-laying mammals. It has a bill like a duck, a tail like a beaver, and venomous spurs on its hind legs — making it one of nature's most unusual creatures.]


Format: Part 1: [answer]; Part 2: [answer]; ...",
sel_2_0,selective,0,0,How many participants were in Dr. Chen's study?,1247,"Read the following and answer the question.

Dr. Sarah Chen's longitudinal study involved 1,247 participants across 8 countries over 3 years. The primary outcome showed a 23% improvement in cognitive performance.

Question: How many participants were in Dr. Chen's study?
Answer with ONLY the numerical value.",
div_11,divided,3,30,Dual task,A:5;B:329,"You must complete TWO tasks. Read everything carefully.

--- Background information ---
The Great Barrier Reef stretches over 2,300 kilometers along Australia's northeast coast. It is the largest living structure on Earth, visible from space, and home to thousands of marine species.

--- TASK A ---
Read this passage:
""The city council approved a $2.4 million budget for park renovation. The project will affect 5 parks over 3 years, starting in September.""
Question: How many parks will be renovated?

--- TASK B ---
What is (29 + 18) * 7?

Answer BOTH tasks:
TASK A: [your answer]
TASK B: [your answer]",
sel_8_5,selective,5,333,How many runners completed the marathon?,4823,"Read the following carefully and answer the question.

The human brain contains approximately 86 billion neurons, each connecting to thousands of others through synapses. This creates a network of roughly 100 trillion connections responsible for all thought and behavior.

The platypus is one of only five species of egg-laying mammals. It has a bill like a duck, a tail like a beaver, and venomous spurs on its hind legs — making it one of nature's most unusual creatures.

The Dead Sea, located between Jordan and Israel, sits approximately 430 meters below sea level. Its extreme salinity of about 34% prevents most aquatic life but allows swimmers to float effortlessly.

The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.

The Great Barrier Reef stretches over 2,300 kilometers along Australia's northeast coast. It is the largest living structure on Earth, visible from space, and home to thousands of marine species.

The marathon results: 1st place finished in 2:08:34, 2nd place in 2:09:12, 3rd place in 2:11:45. A total of 4,823 runners completed the race.

The history of ceramic glazing dates back to ancient Mesopotamia, where artisans discovered that certain mineral combinations created vivid colors when heated. The Babylonians were particularly skilled at creating blue glazes using cobalt compounds, a technique that spread throughout the ancient world.

Gothic architecture emerged in 12th-century France, characterized by pointed arches, ribbed vaults, and flying buttresses. These innovations allowed for taller, lighter structures with larger windows filled with stained glass.

Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.

Quantum entanglement occurs when two particles become correlated such that measuring one instantaneously determines the state of the other, regardless of distance. Einstein famously called this 'spooky action at a distance.'

Volcanic eruptions can profoundly affect global climate. The 1815 eruption of Mount Tambora released massive sulfur dioxide into the stratosphere, causing the 'Year Without a Summer' in 1816 and widespread crop failures.

Question: How many runners completed the marathon?
Answer with ONLY the numerical value.",
shift_11,shifting,2,100,2-part question,Part 1: 99; Part 2: 56,"Answer each part separately.

Part 1: Which is larger, 46 or 99?


[Note: Alexander Fleming's 1928 discovery of penicillin revolutionized medicine, enabling treatment of previously fatal bacterial infections. The antibiotic era that followed transformed surgery and saved millions of lives.]


Part 2: What is 67 - 11?


[Note: Coffee cultivation originated in Ethiopia, where legend attributes its discovery to a goatherd named Kaldi who noticed his goats becoming energetic after eating berries from a particular tree. The drink spread to Yemen by the 15th century.]


Format: Part 1: [answer]; Part 2: [answer]; ...",
sus_3_40,sustained,2,40,Count numbers greater than 50,20,"Count how many of the following numbers are numbers greater than 50.

Numbers: 74, 84, 25, 42, 78, 61, 65, 20, 8, 58, 14, 44, 92, 11, 65, 83, 23, 6, 32, 91, 57, 57, 68, 67, 79, 21, 47, 48, 37, 50, 53, 44, 87, 77, 7, 81, 83, 43, 9, 43

Answer with ONLY the count (a single number).",
sel_5_3,selective,3,179,What percentage is allocated to Infrastructure?,12,"Read the following carefully and answer the question.

Federal budget allocation: Education 32%, Healthcare 28%, Defense 18%, Infrastructure 12%, Other 10%. Total budget: $4.8 trillion.

Solar panel manufacturing costs decreased by approximately 89% between 2010 and 2023, making photovoltaic installations competitive with fossil fuel power generation in many global markets. This trend is expected to continue as production scales.

The migration patterns of monarch butterflies span thousands of miles, from Canada to central Mexico. These insects navigate using the sun's position and Earth's magnetic field to find specific overwintering sites.

Volcanic eruptions can profoundly affect global climate. The 1815 eruption of Mount Tambora released massive sulfur dioxide into the stratosphere, causing the 'Year Without a Summer' in 1816 and widespread crop failures.

Honey never spoils if stored properly. Archaeologists have found 3,000-year-old honey in Egyptian tombs that was still perfectly edible, thanks to honey's low moisture content and acidic pH.

Tardigrades, also called water bears, can survive extreme conditions including the vacuum of space, temperatures near absolute zero, and radiation hundreds of times lethal to humans.

The world's oldest known living tree is a Great Basin bristlecone pine named Methuselah, located in California's White Mountains. It is estimated to be over 4,850 years old.

Question: What percentage is allocated to Infrastructure?
Answer with ONLY the numerical value.",
